week,week_start,week_end,month,platform,campaign_id,campaign_name,campaign_objective,spend,impressions,clicks,ctr_pct,cpc,cpm,sessions,add_to_cart,atc_rate_pct,checkouts,checkout_rate_pct,orders,cvr_pct,revenue,new_customers,cac,roas,contribution_roas,status
2024-W28,08/07/2024,14/07/2024,2024-07,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1119.96,4295,170,3.96,6.59,260.73,161,8,5.41,4,61.9,3,2.36,2177.7,1,1119.96,1.94,1.1,active
2024-W28,08/07/2024,14/07/2024,2024-07,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,1002.93,3610,186,5.18,5.39,277.75,174,6,3.55,3,54.64,4,2.58,2815.33,2,501.46,2.81,1.61,active
2024-W28,08/07/2024,14/07/2024,2024-07,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,708.16,3321,173,5.21,4.09,213.2,161,7,4.96,4,60.97,2,1.51,1263.39,1,708.16,1.78,0.93,active
2024-W28,08/07/2024,14/07/2024,2024-07,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,568.27,2769,116,4.19,4.9,205.18,107,4,4.41,2,52.2,1,1.68,649.67,1,568.27,1.14,0.67,active
2024-W28,08/07/2024,14/07/2024,2024-07,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2013.01,4887,70,1.44,28.76,411.83,66,2,4.21,1,60.99,2,3.79,1350.2,1,2013.01,0.67,0.34,active
2024-W28,08/07/2024,14/07/2024,2024-07,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,961.63,3434,72,2.1,13.36,280.01,66,3,5.09,1,65.19,1,1.07,662.96,1,961.63,0.69,0.35,active
2024-W28,08/07/2024,14/07/2024,2024-07,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1383.15,4820,85,1.78,16.27,286.93,78,5,7.23,2,55.67,1,0.96,780.21,1,1383.15,0.56,0.34,active
2024-W29,15/07/2024,21/07/2024,2024-07,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1669.95,6407,368,5.75,4.54,260.63,326,21,6.62,12,57.81,9,2.85,6668.62,7,238.56,3.99,2.2,active
2024-W29,15/07/2024,21/07/2024,2024-07,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1165.75,5296,301,5.7,3.87,220.11,266,11,4.17,7,67.77,5,1.88,3457.46,4,291.44,2.97,1.58,active
2024-W29,15/07/2024,21/07/2024,2024-07,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,807.41,3983,178,4.48,4.54,202.68,160,7,4.67,3,55.88,4,2.77,2613.88,3,269.14,3.24,1.88,active
2024-W29,15/07/2024,21/07/2024,2024-07,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,677.01,2582,172,6.7,3.94,262.17,156,6,4.24,3,50.51,4,3.01,3208.52,3,225.67,4.74,2.5,active
2024-W29,15/07/2024,21/07/2024,2024-07,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,539.53,2652,108,4.11,5.0,203.37,94,6,7.01,3,62.07,1,0.98,749.5,1,539.53,1.39,0.78,active
2024-W29,15/07/2024,21/07/2024,2024-07,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2074.57,8263,185,2.25,11.21,251.05,177,8,4.74,4,55.44,3,1.72,1678.15,2,1037.29,0.81,0.43,active
2024-W29,15/07/2024,21/07/2024,2024-07,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,798.17,2262,58,2.58,13.76,352.71,52,2,5.4,1,71.45,1,2.47,653.45,1,798.17,0.82,0.48,active
2024-W29,15/07/2024,21/07/2024,2024-07,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1466.4,5741,124,2.16,11.83,255.41,115,6,6.04,3,62.41,2,2.42,1225.8,1,1466.4,0.84,0.44,active
2024-W30,22/07/2024,28/07/2024,2024-07,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1817.14,6209,318,5.13,5.71,292.66,288,13,4.54,7,56.68,2,0.9,1548.77,1,1817.14,0.85,0.43,active
2024-W30,22/07/2024,28/07/2024,2024-07,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1191.13,6575,431,6.57,2.76,181.16,415,22,5.41,11,50.2,8,2.15,4714.92,4,297.78,3.96,2.29,active
2024-W30,22/07/2024,28/07/2024,2024-07,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,872.71,3672,201,5.48,4.34,237.64,182,7,4.15,4,66.22,3,2.03,1796.68,2,436.36,2.06,1.17,active
2024-W30,22/07/2024,28/07/2024,2024-07,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,656.25,2286,149,6.53,4.4,287.04,141,8,6.24,4,56.26,4,3.05,2575.48,3,218.75,3.92,1.99,active
2024-W30,22/07/2024,28/07/2024,2024-07,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,554.27,2513,143,5.71,3.88,220.54,133,6,4.59,3,63.7,1,1.44,534.89,1,554.27,0.97,0.6,active
2024-W30,22/07/2024,28/07/2024,2024-07,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2034.18,8459,137,1.63,14.85,240.45,128,8,6.41,4,55.12,2,1.34,1245.15,1,2034.18,0.61,0.34,active
2024-W30,22/07/2024,28/07/2024,2024-07,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,964.68,2299,44,1.94,21.92,419.59,41,1,4.82,0,68.56,1,3.66,752.7,1,964.68,0.78,0.48,active
2024-W30,22/07/2024,28/07/2024,2024-07,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1389.97,5378,137,2.55,10.15,258.44,130,8,6.81,4,52.68,4,3.13,3005.47,2,694.99,2.16,1.27,active
2024-W31,29/07/2024,04/08/2024,2024-07,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1902.65,10301,533,5.18,3.57,184.69,504,28,5.58,20,71.61,11,2.27,6749.96,7,271.81,3.55,1.86,active
2024-W31,29/07/2024,04/08/2024,2024-07,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1237.2,6654,439,6.61,2.82,185.91,404,18,4.51,11,64.05,5,1.48,3895.49,3,412.4,3.15,1.56,active
2024-W31,29/07/2024,04/08/2024,2024-07,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,816.39,3039,144,4.77,5.67,268.61,127,5,4.6,2,52.63,4,3.19,2130.39,3,272.13,2.61,1.61,active
2024-W31,29/07/2024,04/08/2024,2024-07,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,695.85,2641,129,4.91,5.39,263.47,113,4,4.13,2,52.01,3,2.69,2457.28,2,347.93,3.53,1.73,active
2024-W31,29/07/2024,04/08/2024,2024-07,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,536.61,1985,117,5.9,4.59,270.24,111,4,4.0,2,55.12,4,3.75,2988.04,3,178.87,5.57,2.84,active
2024-W31,29/07/2024,04/08/2024,2024-07,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2167.64,8382,192,2.3,11.29,258.59,173,6,4.04,4,69.77,3,2.31,1825.24,2,1083.82,0.84,0.47,active
2024-W31,29/07/2024,04/08/2024,2024-07,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,832.99,3237,56,1.76,14.87,257.33,52,2,4.6,1,68.29,1,3.55,540.66,1,832.99,0.65,0.35,active
2024-W31,29/07/2024,04/08/2024,2024-07,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1331.35,4882,87,1.79,15.3,272.67,75,4,6.05,2,58.34,1,1.44,777.05,1,1331.35,0.58,0.36,active
2024-W32,05/08/2024,11/08/2024,2024-08,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1687.16,6005,346,5.77,4.88,280.94,319,16,5.05,9,61.53,7,2.34,4927.38,4,421.79,2.92,1.59,active
2024-W32,05/08/2024,11/08/2024,2024-08,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1240.58,6346,340,5.37,3.65,195.46,298,20,6.84,10,52.86,10,3.43,6656.11,6,206.76,5.37,3.17,active
2024-W32,05/08/2024,11/08/2024,2024-08,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,915.34,3081,177,5.77,5.17,297.08,163,10,6.31,5,55.63,3,1.96,1623.79,2,457.67,1.77,0.95,active
2024-W32,05/08/2024,11/08/2024,2024-08,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,651.07,2616,169,6.47,3.85,248.8,148,9,6.7,4,51.34,3,2.52,1934.36,2,325.54,2.97,1.45,active
2024-W32,05/08/2024,11/08/2024,2024-08,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,630.01,2133,98,4.6,6.43,295.31,85,3,3.78,1,56.69,3,3.64,1647.41,2,315.0,2.61,1.27,active
2024-W32,05/08/2024,11/08/2024,2024-08,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2216.72,8595,175,2.04,12.67,257.89,156,9,6.0,4,53.94,4,3.07,2206.62,3,738.91,1.0,0.56,active
2024-W32,05/08/2024,11/08/2024,2024-08,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,869.32,2788,63,2.26,13.8,311.74,60,2,4.17,1,53.97,1,2.06,567.45,1,869.32,0.65,0.37,active
2024-W32,05/08/2024,11/08/2024,2024-08,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1380.85,4754,80,1.7,17.26,290.46,77,3,4.8,1,58.18,2,3.12,1475.52,1,1380.85,1.07,0.6,active
2024-W33,12/08/2024,18/08/2024,2024-08,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1827.28,8703,530,6.1,3.45,209.95,510,23,4.52,16,71.16,11,2.2,8116.83,9,203.03,4.44,2.51,active
2024-W33,12/08/2024,18/08/2024,2024-08,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1227.58,4862,329,6.78,3.73,252.47,296,13,4.7,7,54.88,10,3.38,7665.82,7,175.37,6.24,3.85,active
2024-W33,12/08/2024,18/08/2024,2024-08,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,851.61,3307,180,5.47,4.73,257.51,173,7,4.12,3,50.83,3,1.93,1890.37,2,425.81,2.22,1.33,active
2024-W33,12/08/2024,18/08/2024,2024-08,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,655.14,2231,91,4.08,7.2,293.55,82,5,7.17,3,66.15,2,3.0,1143.74,1,655.14,1.75,0.89,active
2024-W33,12/08/2024,18/08/2024,2024-08,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,627.3,2406,156,6.52,4.02,260.67,145,6,4.7,3,66.08,3,2.57,1610.33,2,313.65,2.57,1.56,active
2024-W33,12/08/2024,18/08/2024,2024-08,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2119.71,5528,103,1.87,20.58,383.43,98,6,6.98,3,54.99,3,2.79,1570.29,2,1059.86,0.74,0.4,active
2024-W33,12/08/2024,18/08/2024,2024-08,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,874.62,3112,39,1.27,22.43,280.96,36,1,4.1,0,61.05,1,1.54,739.47,1,874.62,0.85,0.52,active
2024-W33,12/08/2024,18/08/2024,2024-08,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1381.73,4075,81,2.01,17.06,339.03,72,3,4.66,1,58.68,2,1.28,1382.86,1,1381.73,1.0,0.61,active
2024-W34,19/08/2024,25/08/2024,2024-08,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1756.45,9152,485,5.31,3.62,191.91,459,18,4.02,9,52.97,11,2.52,7872.42,7,250.92,4.48,2.47,active
2024-W34,19/08/2024,25/08/2024,2024-08,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1233.41,4358,197,4.54,6.26,282.99,172,11,6.61,6,57.12,6,3.58,4329.15,4,308.35,3.51,2.13,active
2024-W34,19/08/2024,25/08/2024,2024-08,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,867.23,3856,215,5.58,4.03,224.9,187,8,4.72,5,71.73,5,2.69,3263.32,3,289.08,3.76,1.81,active
2024-W34,19/08/2024,25/08/2024,2024-08,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,623.54,2116,93,4.4,6.7,294.54,84,5,6.53,3,68.76,1,1.23,804.68,1,623.54,1.29,0.79,active
2024-W34,19/08/2024,25/08/2024,2024-08,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,653.1,2215,85,3.84,7.68,294.82,79,3,3.95,1,59.9,1,0.97,681.4,1,653.1,1.04,0.62,active
2024-W34,19/08/2024,25/08/2024,2024-08,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2212.28,8141,160,1.97,13.83,271.73,150,6,4.07,3,65.37,2,0.95,1438.12,1,2212.28,0.65,0.35,active
2024-W34,19/08/2024,25/08/2024,2024-08,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,828.79,2994,73,2.46,11.35,276.8,68,2,3.71,1,64.4,1,0.92,601.39,1,828.79,0.73,0.41,active
2024-W34,19/08/2024,25/08/2024,2024-08,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1453.79,3700,45,1.23,32.31,392.86,43,2,6.1,1,55.09,2,2.0,1099.76,1,1453.79,0.76,0.37,active
2024-W35,26/08/2024,01/09/2024,2024-08,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1958.45,7697,335,4.36,5.85,254.42,308,16,5.33,11,70.38,2,0.96,1357.65,1,1958.45,0.69,0.41,active
2024-W35,26/08/2024,01/09/2024,2024-08,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1169.3,5789,280,4.84,4.18,201.98,253,15,6.0,8,55.2,9,3.74,6872.11,7,167.04,5.88,3.23,active
2024-W35,26/08/2024,01/09/2024,2024-08,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,981.79,3222,201,6.24,4.88,304.66,175,10,5.72,5,56.16,2,1.34,1434.16,1,981.79,1.46,0.72,active
2024-W35,26/08/2024,01/09/2024,2024-08,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,680.21,2162,121,5.64,5.62,314.48,112,4,4.41,2,55.29,1,1.34,792.92,1,680.21,1.17,0.56,active
2024-W35,26/08/2024,01/09/2024,2024-08,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,606.08,2900,122,4.22,4.97,208.95,112,7,6.7,4,68.98,2,1.8,1354.28,1,606.08,2.23,1.16,active
2024-W35,26/08/2024,01/09/2024,2024-08,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2461.72,5929,84,1.43,29.31,415.16,80,5,7.17,2,56.98,3,2.52,1666.55,2,1230.86,0.68,0.33,active
2024-W35,26/08/2024,01/09/2024,2024-08,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,982.0,2687,65,2.42,15.11,365.42,62,3,5.16,1,59.05,1,2.18,788.24,1,982.0,0.8,0.39,active
2024-W35,26/08/2024,01/09/2024,2024-08,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1324.0,3522,48,1.37,27.58,375.82,42,2,6.55,1,63.46,2,1.67,1178.55,1,1324.0,0.89,0.48,active
2024-W36,02/09/2024,08/09/2024,2024-09,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1880.95,8167,478,5.86,3.94,230.3,438,24,5.51,15,63.3,12,2.96,9307.67,8,235.12,4.95,2.81,active
2024-W36,02/09/2024,08/09/2024,2024-09,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1095.6,5291,206,3.9,5.32,207.06,194,6,3.56,3,55.94,4,2.1,3265.89,3,365.2,2.98,1.54,active
2024-W36,02/09/2024,08/09/2024,2024-09,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,806.29,2602,175,6.76,4.61,309.79,167,9,5.46,5,57.15,3,2.23,1924.38,1,806.29,2.39,1.4,active
2024-W36,02/09/2024,08/09/2024,2024-09,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,739.54,3170,150,4.74,4.93,233.25,139,8,6.47,5,63.06,3,2.42,2268.23,2,369.77,3.07,1.53,active
2024-W36,02/09/2024,08/09/2024,2024-09,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,593.03,2004,78,3.93,7.6,295.78,75,4,5.57,2,58.7,2,3.03,1349.68,1,593.03,2.28,1.23,active
2024-W36,02/09/2024,08/09/2024,2024-09,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,1962.03,7051,129,1.84,15.21,278.24,116,7,6.81,4,60.15,3,2.13,1609.09,2,981.01,0.82,0.44,active
2024-W36,02/09/2024,08/09/2024,2024-09,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,822.72,2131,40,1.92,20.57,385.98,37,1,3.95,0,67.13,1,3.62,560.59,1,822.72,0.68,0.36,active
2024-W36,02/09/2024,08/09/2024,2024-09,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1383.5,5408,115,2.14,12.03,255.78,108,4,4.31,2,60.0,2,1.63,1584.3,1,1383.5,1.15,0.6,active
2024-W37,09/09/2024,15/09/2024,2024-09,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1894.34,9601,397,4.14,4.77,197.3,363,17,4.95,10,61.52,7,2.01,4714.5,6,315.72,2.49,1.27,active
2024-W37,09/09/2024,15/09/2024,2024-09,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1165.06,4994,304,6.1,3.83,233.28,292,16,5.76,10,64.51,3,1.34,1720.98,2,582.53,1.48,0.74,active
2024-W37,09/09/2024,15/09/2024,2024-09,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,882.63,3952,241,6.11,3.66,223.33,220,13,6.01,6,52.59,2,1.28,1413.54,1,882.63,1.6,0.95,active
2024-W37,09/09/2024,15/09/2024,2024-09,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,693.05,2312,125,5.43,5.54,299.76,108,7,7.03,3,55.23,2,2.61,1286.09,1,693.05,1.86,1.03,active
2024-W37,09/09/2024,15/09/2024,2024-09,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,614.41,2867,155,5.44,3.96,214.26,144,8,5.73,5,68.16,1,1.04,715.98,1,614.41,1.17,0.7,active
2024-W37,09/09/2024,15/09/2024,2024-09,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2386.82,6753,171,2.54,13.96,353.4,153,10,7.18,5,51.08,3,2.11,2164.88,2,1193.41,0.91,0.54,active
2024-W37,09/09/2024,15/09/2024,2024-09,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,941.37,2776,68,2.46,13.84,338.99,60,3,5.32,1,62.74,2,3.6,1219.58,1,941.37,1.3,0.79,active
2024-W37,09/09/2024,15/09/2024,2024-09,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1359.32,5820,109,1.88,12.47,233.53,100,4,4.67,2,52.96,2,2.91,1356.23,1,1359.32,1.0,0.58,active
2024-W38,16/09/2024,22/09/2024,2024-09,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1884.6,7093,292,4.13,6.45,265.69,275,16,6.02,11,71.72,6,2.3,4801.01,5,376.92,2.55,1.33,active
2024-W38,16/09/2024,22/09/2024,2024-09,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1138.71,4293,203,4.75,5.61,265.24,187,13,7.48,7,57.78,2,1.28,1351.82,1,1138.71,1.19,0.64,active
2024-W38,16/09/2024,22/09/2024,2024-09,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,898.38,4378,246,5.63,3.65,205.19,231,17,7.42,8,50.03,2,0.97,1110.76,1,898.38,1.24,0.66,active
2024-W38,16/09/2024,22/09/2024,2024-09,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,750.33,2345,118,5.04,6.36,319.86,106,6,5.74,3,64.03,1,0.93,604.49,1,750.33,0.81,0.48,active
2024-W38,16/09/2024,22/09/2024,2024-09,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,572.32,2280,108,4.77,5.3,250.94,94,5,6.24,2,57.51,2,3.0,1057.47,1,572.32,1.85,0.99,active
2024-W38,16/09/2024,22/09/2024,2024-09,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2110.51,7338,167,2.28,12.64,287.59,160,10,6.69,6,64.2,3,2.3,2362.85,2,1055.26,1.12,0.6,active
2024-W38,16/09/2024,22/09/2024,2024-09,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,864.38,2294,42,1.86,20.58,376.8,39,2,6.84,1,56.59,1,3.0,680.77,1,864.38,0.79,0.45,active
2024-W38,16/09/2024,22/09/2024,2024-09,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1462.33,3849,100,2.62,14.62,379.91,90,6,7.38,3,56.17,2,0.99,1415.91,1,1462.33,0.97,0.47,active
2024-W39,23/09/2024,29/09/2024,2024-09,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1830.66,7805,436,5.59,4.2,234.54,417,27,6.51,17,65.52,7,1.81,4509.13,5,366.13,2.46,1.52,active
2024-W39,23/09/2024,29/09/2024,2024-09,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1124.44,4622,307,6.65,3.66,243.27,273,12,4.71,6,52.47,8,3.18,6352.05,5,224.89,5.65,2.89,active
2024-W39,23/09/2024,29/09/2024,2024-09,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,797.39,3220,170,5.3,4.69,247.57,151,10,7.19,6,66.11,3,2.42,1688.97,2,398.69,2.12,1.08,active
2024-W39,23/09/2024,29/09/2024,2024-09,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,754.12,2422,141,5.83,5.35,311.32,124,7,6.4,4,60.11,3,2.97,1563.7,2,377.06,2.07,1.13,active
2024-W39,23/09/2024,29/09/2024,2024-09,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,626.94,2381,96,4.06,6.53,263.2,88,3,3.68,1,61.45,2,2.81,1386.54,1,626.94,2.21,1.27,active
2024-W39,23/09/2024,29/09/2024,2024-09,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2407.05,8470,127,1.51,18.95,284.18,114,5,4.78,2,59.7,3,1.24,1806.27,1,2407.05,0.75,0.45,active
2024-W39,23/09/2024,29/09/2024,2024-09,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,926.56,2870,43,1.53,21.55,322.81,38,1,4.77,0,53.11,1,2.94,593.45,1,926.56,0.64,0.37,active
2024-W39,23/09/2024,29/09/2024,2024-09,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1438.06,4997,95,1.91,15.14,287.75,83,4,5.38,2,64.86,2,1.21,1295.88,1,1438.06,0.9,0.55,active
2024-W40,30/09/2024,06/10/2024,2024-09,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1841.52,7002,441,6.31,4.18,262.99,414,24,5.97,13,56.87,13,3.27,9376.39,9,204.61,5.09,2.65,active
2024-W40,30/09/2024,06/10/2024,2024-09,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1336.42,4676,243,5.2,5.5,285.8,214,14,6.75,9,70.23,4,2.26,2901.37,3,445.47,2.17,1.21,active
2024-W40,30/09/2024,06/10/2024,2024-09,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,892.53,4201,187,4.47,4.77,212.44,178,10,5.97,7,70.08,3,2.04,2158.66,2,446.26,2.42,1.26,active
2024-W40,30/09/2024,06/10/2024,2024-09,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,764.24,3139,122,3.89,6.26,243.46,111,5,4.91,3,60.15,1,1.4,701.33,1,764.24,0.92,0.47,active
2024-W40,30/09/2024,06/10/2024,2024-09,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,542.82,1843,114,6.19,4.76,294.46,102,6,6.1,4,67.43,2,2.44,1288.07,1,542.82,2.37,1.34,active
2024-W40,30/09/2024,06/10/2024,2024-09,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2225.32,5365,97,1.81,22.94,414.78,87,5,6.76,3,63.0,2,3.17,1512.4,1,2225.32,0.68,0.38,active
2024-W40,30/09/2024,06/10/2024,2024-09,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,843.01,2391,31,1.32,27.19,352.52,29,1,5.8,0,60.71,1,2.62,686.53,1,843.01,0.81,0.45,active
2024-W40,30/09/2024,06/10/2024,2024-09,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1291.19,3140,41,1.31,31.49,411.18,36,2,6.76,1,66.97,2,2.0,1436.1,1,1291.19,1.11,0.61,active
2024-W41,07/10/2024,13/10/2024,2024-10,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2518.05,8277,538,6.51,4.68,304.22,502,17,3.5,9,53.23,6,1.33,3821.97,4,629.51,1.52,0.83,active
2024-W41,07/10/2024,13/10/2024,2024-10,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1112.35,4038,191,4.75,5.82,275.41,177,12,7.15,6,56.7,6,3.64,4888.64,4,278.09,4.39,2.46,active
2024-W41,07/10/2024,13/10/2024,2024-10,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,811.29,4478,302,6.76,2.69,181.14,274,10,4.01,5,56.47,5,1.97,2679.69,4,202.82,3.3,1.79,active
2024-W41,07/10/2024,13/10/2024,2024-10,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,753.89,3273,208,6.38,3.62,230.29,198,8,4.44,5,65.45,4,2.04,2539.35,2,376.94,3.37,1.94,active
2024-W41,07/10/2024,13/10/2024,2024-10,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,606.5,2223,116,5.22,5.23,272.75,103,5,5.04,3,70.34,3,3.34,2457.71,2,303.25,4.05,2.42,active
2024-W41,07/10/2024,13/10/2024,2024-10,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2006.9,8563,105,1.23,19.11,234.35,98,5,5.45,2,59.61,3,3.77,2138.02,2,1003.45,1.07,0.65,active
2024-W41,07/10/2024,13/10/2024,2024-10,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,890.5,2357,51,2.17,17.46,377.79,46,1,4.22,0,61.21,1,2.5,626.59,1,890.5,0.7,0.39,active
2024-W41,07/10/2024,13/10/2024,2024-10,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,3157.3,9408,239,2.55,13.21,335.59,213,11,5.51,6,59.04,5,2.48,4067.35,3,1052.43,1.29,0.73,active
2024-W42,14/10/2024,20/10/2024,2024-10,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2455.06,12536,656,5.24,3.74,195.84,616,25,4.07,16,66.09,23,3.75,17334.2,17,144.42,7.06,3.41,active
2024-W42,14/10/2024,20/10/2024,2024-10,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1078.53,3540,144,4.07,7.49,304.59,132,8,6.47,5,71.13,1,1.13,759.43,1,1078.53,0.7,0.37,active
2024-W42,14/10/2024,20/10/2024,2024-10,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,803.4,3522,216,6.14,3.72,228.1,198,10,5.55,6,60.32,5,3.03,4040.87,4,200.85,5.03,2.82,active
